"Name","Total Time","Total Time (CPU)","Hits"
"                                                                                                          chs.common.ValueGetter.getAsString ()","99.5 ms (-0%)","99.5 ms (-0%)","1"
"                                                                                                           chs.common.ValueGetter.getAsString ()","99.5 ms (-0%)","99.5 ms (-0%)","1"
"                                                                                                            chs.common.attr.Attribute.isUndefined ()","99.5 ms (-0%)","99.5 ms (-0%)","1"
"                                                                                                             chs.common.attr.Attribute.getAsObject ()","99.5 ms (-0%)","99.5 ms (-0%)","1"
"                                                                                                              chs.common.attr.Attribute.getObject ()","99.5 ms (-0%)","99.5 ms (-0%)","1"
"                                                                                                               chs.common.attr.AttributeMethod.invoke ()","99.5 ms (-0%)","99.5 ms (-0%)","1"
"                                                                                                                java.lang.reflect.Method.invoke ()","99.5 ms (-0%)","99.5 ms (-0%)","1"
"                                                                                                                 jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke ()","99.5 ms (-0%)","99.5 ms (-0%)","1"
"                                                                                                                  jdk.internal.reflect.GeneratedMethodAccessor29.invoke ()","99.5 ms (-0%)","99.5 ms (-0%)","1"
"                                                                                                                   chs.cof.logical.cable.PinList.getName ()","99.5 ms (-0%)","99.5 ms (-0%)","1"
"                                                                                                                    chs.cof.project.naming.IndexedNamedObject.getName ()","99.5 ms (-0%)","99.5 ms (-0%)","1"
"                                                                                                                     chs.cof.project.naming.NameMgr.getName ()","99.5 ms (-0%)","99.5 ms (-0%)","1"
"                                                                                                                      chs.cof.project.naming.NameMgr.getObjectPropertyComp ()","99.5 ms (-0%)","99.5 ms (-0%)","1"
"                                                                                                                       chs.cof.project.naming.NameMgr.getNamespaceFromParent ()","99.5 ms (-0%)","99.5 ms (-0%)","1"
"                                                                                                                        chs.cof.project.naming.NameMgr.getNameSpace ()","99.5 ms (-0%)","99.5 ms (-0%)","1"
"                                                                                                                         chs.cof.project.naming.NameMgr$ObjectNSInfo.<init> ()","99.5 ms (-0%)","99.5 ms (-0%)","1"
"                                                                                                                          chs.cof.project.naming.NameMgr$ObjectNSInfo.resolve ()","99.5 ms (-0%)","99.5 ms (-0%)","1"
"                                                                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"                                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","8"
"                                                                                                      chs.common.styles.AbstractDecoration.evaluateVisibility ()","298 ms (-0%)","298 ms (-0%)","2"
"                                                                                                       chs.common.styles.AbstractDecoration.evaluateVisibilityQuery ()","298 ms (-0%)","298 ms (-0%)","2"
"                                                                                                        chs.common.query.QueryExpression.isActive ()","298 ms (-0%)","298 ms (-0%)","2"
"                                                                                                         chs.common.query.FilterInputContextOperator.evaluate ()","199 ms (-0%)","199 ms (-0%)","1"
"                                                                                                          chs.common.query.FilterInputContextOperator.evaluate ()","199 ms (-0%)","199 ms (-0%)","1"
"                                                                                                           chs.common.query.AndGroupOperator.evaluate ()","199 ms (-0%)","199 ms (-0%)","1"
"                                                                                                            chs.common.query.ComparisonOperator.evaluate ()","199 ms (-0%)","199 ms (-0%)","1"
"                                                                                                             chs.common.query.ObjectAttributeOperand.evaluate ()","199 ms (-0%)","199 ms (-0%)","1"
"                                                                                                              chs.common.query.ObjectAttributeOperand.handleAttributeProviders ()","199 ms (-0%)","199 ms (-0%)","1"
"                                                                                                               chs.common.query.ObjectAttributeOperand.getAttributeValue ()","199 ms (-0%)","199 ms (-0%)","1"
"                                                                                                                chs.cof.logical.cable.LogicObject.getAttribute ()","199 ms (-0%)","199 ms (-0%)","1"
"                                                                                                                 chs.utility.attr.AttributeHelper.getAttribute ()","199 ms (-0%)","199 ms (-0%)","1"
"                                                                                                                  chs.utility.attr.AttributeHelper.getAttributeTypes ()","199 ms (-0%)","199 ms (-0%)","1"
"                                                                                                                   chs.utility.attr.AttributeHelper.collectAttribTypes ()","199 ms (-0%)","199 ms (-0%)","1"
"                                                                                                                    chs.utility.attr.AttributeHelper.collectAttribTypes ()","199 ms (-0%)","199 ms (-0%)","1"
"                                                                                                                     chs.utility.attr.AttributeHelper.collectAttribTypes ()","199 ms (-0%)","199 ms (-0%)","1"
"                                                                                                                      chs.utility.attr.AttributeHelper.collectAttribTypes ()","199 ms (-0%)","199 ms (-0%)","1"
"                                                                                                                       chs.utility.attr.AttributeHelper.collectAttribTypes ()","199 ms (-0%)","199 ms (-0%)","1"
"                                                                                                                        chs.utility.attr.AttributeHelper.collectAttribTypes ()","199 ms (-0%)","199 ms (-0%)","1"
"                                                                                                                         chs.utility.attr.AttributeHelper.collectAttribTypes ()","199 ms (-0%)","199 ms (-0%)","1"
"                                                                                                                          chs.utility.attr.AttributeHelper.collectAttribTypes ()","199 ms (-0%)","199 ms (-0%)","1"
"                                                                                                                           chs.utility.attr.AttributeHelper.collectAttribTypes ()","100 ms (-0%)","100 ms (-0%)","1"
"                                                                                                                            chs.utility.attr.AttributeHelper.collectAttribTypes ()","100 ms (-0%)","100 ms (-0%)","1"
"                                                                                                                             chs.utility.attr.AttributeHelper.collectAttribTypes ()","100 ms (-0%)","100 ms (-0%)","1"
"                                                                                                                              chs.utility.attr.AttributeHelper.collectInterfaceAttribTypes ()","100 ms (-0%)","100 ms (-0%)","1"
"                                                                                                                               chs.utility.attr.AttributeHelper.constructAttributeType ()","100 ms (-0%)","100 ms (-0%)","1"
"                                                                                                                                chs.common.BasicCommonFactory.constructAttributeType ()","100 ms (-0%)","100 ms (-0%)","1"
"                                                                                                                                 chs.common.attr.AttributeType.<init> ()","100 ms (-0%)","100 ms (-0%)","1"
"                                                                                                                                  chs.common.attr.AttributeType.findSetter ()","100 ms (-0%)","100 ms (-0%)","1"
"                                                                                                                                   chs.common.attr.AttributeType.findSetterImpl ()","100 ms (-0%)","100 ms (-0%)","1"
"                                                                                                                                    chs.common.attr.AttributeType.findSetterImpl ()","100 ms (-0%)","100 ms (-0%)","1"
"                                                                                                                                     chs.common.attr.AttributeType.findSetterImpl ()","100 ms (-0%)","100 ms (-0%)","1"
"                                                                                                                                      chs.common.attr.AttributeType.findSetterImpl ()","100 ms (-0%)","100 ms (-0%)","1"
"                                                                                                                                       chs.common.attr.AttributeType.findSetterImpl ()","100 ms (-0%)","100 ms (-0%)","1"
"                                                                                                                                        chs.common.attr.AttributeType.findSetterImpl ()","100 ms (-0%)","100 ms (-0%)","1"
"                                                                                                                                         chs.common.attr.AttributeType.findSetterImpl ()","100 ms (-0%)","100 ms (-0%)","1"
"                                                                                                                                          chs.common.attr.AttributeType.findSetterImpl ()","100 ms (-0%)","100 ms (-0%)","1"
"                                                                                                                                           chs.common.attr.AttributeType.checkSetMethod ()","100 ms (-0%)","100 ms (-0%)","1"
"                                                                                                                                            java.lang.Class.getDeclaredMethod ()","100 ms (-0%)","100 ms (-0%)","1"
"                                                                                                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                           chs.utility.attr.AttributeHelper.collectInterfaceAttribTypes ()","99.0 ms (-0%)","99.0 ms (-0%)","1"
"                                                                                                                            chs.utility.attr.AttributeHelper.constructAttributeType ()","99.0 ms (-0%)","99.0 ms (-0%)","1"
"                                                                                                                             chs.common.BasicCommonFactory.constructAttributeType ()","99.0 ms (-0%)","99.0 ms (-0%)","1"
"                                                                                                                              chs.common.attr.AttributeType.<init> ()","99.0 ms (-0%)","99.0 ms (-0%)","1"
"                                                                                                                               chs.common.attr.AttributeType.findSetter ()","99.0 ms (-0%)","99.0 ms (-0%)","1"
"                                                                                                                                chs.common.attr.AttributeType.findSetterImpl ()","99.0 ms (-0%)","99.0 ms (-0%)","1"
"                                                                                                                                 chs.common.attr.AttributeType.findSetterImpl ()","99.0 ms (-0%)","99.0 ms (-0%)","1"
"                                                                                                                                  chs.common.attr.AttributeType.findSetterImpl ()","99.0 ms (-0%)","99.0 ms (-0%)","1"
"                                                                                                                                   chs.common.attr.AttributeType.findSetterImpl ()","99.0 ms (-0%)","99.0 ms (-0%)","1"
"                                                                                                                                    chs.common.attr.AttributeType.findSetterImpl ()","99.0 ms (-0%)","99.0 ms (-0%)","1"
"                                                                                                                                     chs.common.attr.AttributeType.findSetterImpl ()","99.0 ms (-0%)","99.0 ms (-0%)","1"
"                                                                                                                                      chs.common.attr.AttributeType.findSetterImpl ()","99.0 ms (-0%)","99.0 ms (-0%)","1"
"                                                                                                                                       chs.common.attr.AttributeType.findSetterImpl ()","99.0 ms (-0%)","99.0 ms (-0%)","1"
"                                                                                                                                        chs.common.attr.AttributeType.checkSetMethod ()","99.0 ms (-0%)","99.0 ms (-0%)","1"
"                                                                                                                                         java.lang.Class.getDeclaredMethod ()","99.0 ms (-0%)","99.0 ms (-0%)","1"
"                                                                                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                         chs.common.query.ComparisonOperator.evaluate ()","99.7 ms (-0%)","99.7 ms (-0%)","1"
"                                                                                                          chs.common.query.ComparisonOperator.evaluate ()","99.7 ms (-0%)","99.7 ms (-0%)","1"
"                                                                                                           chs.common.query.ObjectAttributeOperand.evaluate ()","99.7 ms (-0%)","99.7 ms (-0%)","1"
"                                                                                                            chs.common.query.ObjectAttributeOperand.handleAttributeProviders ()","99.7 ms (-0%)","99.7 ms (-0%)","1"
"                                                                                                             chs.common.query.ObjectAttributeOperand.getAttributeValue ()","99.7 ms (-0%)","99.7 ms (-0%)","1"
"                                                                                                              chs.common.attr.Attribute.getAsObject ()","99.7 ms (-0%)","99.7 ms (-0%)","1"
"                                                                                                               chs.common.attr.Attribute.getObject ()","99.7 ms (-0%)","99.7 ms (-0%)","1"
"                                                                                                                chs.common.attr.AttributeMethod.invoke ()","99.7 ms (-0%)","99.7 ms (-0%)","1"
"                                                                                                                 java.lang.reflect.Method.invoke ()","99.7 ms (-0%)","99.7 ms (-0%)","1"
"                                                                                                                  jdk.internal.reflect.DelegatingMethodAccessorImpl.invoke ()","99.7 ms (-0%)","99.7 ms (-0%)","1"
"                                                                                                                   jdk.internal.reflect.GeneratedMethodAccessor29.invoke ()","99.7 ms (-0%)","99.7 ms (-0%)","1"
"                                                                                                                    chs.cof.logical.cable.PinList.getName ()","99.7 ms (-0%)","99.7 ms (-0%)","1"
"                                                                                                                     chs.cof.project.naming.IndexedNamedObject.getName ()","99.7 ms (-0%)","99.7 ms (-0%)","1"
"                                                                                                                      chs.cof.project.naming.NameMgr.getName ()","99.7 ms (-0%)","99.7 ms (-0%)","1"
"                                                                                                                       chs.cof.project.naming.NameMgr.getNameSpace ()","99.7 ms (-0%)","99.7 ms (-0%)","1"
"                                                                                                                        chs.cof.project.naming.NameMgr$ObjectNSInfo.<init> ()","99.7 ms (-0%)","99.7 ms (-0%)","1"
"                                                                                                                         chs.cof.project.naming.NameMgr$ObjectNSInfo.resolve ()","99.7 ms (-0%)","99.7 ms (-0%)","1"
"                                                                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                                                      chs.common.styles.AbstractDecoration.refreshSchematics ()","298 ms (-0%)","298 ms (-0%)","3"
"                                                                                                       chs.common.styles.AbstractDecoration.refreshSchematics ()","298 ms (-0%)","298 ms (-0%)","3"
"                                                                                                        chs.common.styles.AbstractDecoration.positionChildrenOnRefresh ()","298 ms (-0%)","298 ms (-0%)","3"
"                                                                                                         chs.common.styles.AbstractDecoration.refreshSchematicRepresentationIfAffected ()","298 ms (-0%)","298 ms (-0%)","3"
"                                                                                                          chs.common.styles.AbstractDecoration.refreshSchemRepIfAffected ()","298 ms (-0%)","298 ms (-0%)","3"
"                                                                                                           chs.common.styles.AbstractDecoration.refreshSchemRepIfAffected ()","298 ms (-0%)","298 ms (-0%)","3"
"                                                                                                            chs.common.styles.AbstractDecoration.getMatchingDecorative ()","298 ms (-0%)","298 ms (-0%)","3"
"                                                                                                             chs.common.styles.AbstractDecoration.getMatchingDecorative ()","298 ms (-0%)","298 ms (-0%)","3"
"                                                                                                              chs.common.styles.AbstractDecoration.getMatchingDecorative ()","298 ms (-0%)","298 ms (-0%)","3"
"                                                                                                               chs.cof.drawplus.CrossReferenceableSchemObject.getObject ()","298 ms (-0%)","298 ms (-0%)","3"
"                                                                                                                chs.cof.logical.schem.CompoundSchemObject.getObject ()","298 ms (-0%)","298 ms (-0%)","3"
"                                                                                                                 chs.cof.draw.CompoundObject.getObject ()","298 ms (-0%)","298 ms (-0%)","3"
"                                                                                                                  chs.common.styles.AbstractDecoration$3.accept ()","298 ms (-0%)","298 ms (-0%)","3"
"                                                                                                                   chs.common.styles.AbstractDecoration$3.accept ()","298 ms (-0%)","298 ms (-0%)","3"
"                                                                                                                    chs.cof.drawplus.DiagramText.getDecoration ()","298 ms (-0%)","298 ms (-0%)","3"
"                                                                                                                     chs.utility.preferences.StyleSetUtils.getDecoration ()","298 ms (-0%)","298 ms (-0%)","3"
"                                                                                                                      chs.common.styles.PinListDecorationStyle.getAllDecorations ()","198 ms (-0%)","198 ms (-0%)","2"
"                                                                                                                       chs.common.styles.AbstractEntityDecorationStyle.getAllDecorations ()","198 ms (-0%)","198 ms (-0%)","2"
"                                                                                                                        chs.common.styles.AbstractEntityDecorationStyle.getAllDecorationsUsingTraversal ()","198 ms (-0%)","198 ms (-0%)","2"
"                                                                                                                         chs.common.styles.AbstractDecoration.getChildren ()","99.7 ms (-0%)","99.7 ms (-0%)","1"
"                                                                                                                          java.util.HashSet.iterator ()","99.7 ms (-0%)","99.7 ms (-0%)","1"
"                                                                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                         chs.utilities.MapMap.items ()","99.0 ms (-0%)","99.0 ms (-0%)","1"
"                                                                                                                          java.util.ArrayList.addAll ()","99.0 ms (-0%)","99.0 ms (-0%)","1"
"                                                                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","2"
"                                                                                                                      chs.utility.preferences.StyleSetUtils.getEntityConfigurationFromDecorationUID ()","99.9 ms (-0%)","99.9 ms (-0%)","1"
"                                                                                                                       chs.common.preferencesets.BaseLogicPreferenceSet.getAllEntityConfigurations ()","99.9 ms (-0%)","99.9 ms (-0%)","1"
"                                                                                                                        chs.common.preferencesets.AbstractPreferenceSet.getAllEntityConfigurations ()","99.9 ms (-0%)","99.9 ms (-0%)","1"
"                                                                                                                         chs.utilities.MapMap.items ()","99.9 ms (-0%)","99.9 ms (-0%)","1"
"                                                                                                                          java.util.ArrayList.addAll ()","99.9 ms (-0%)","99.9 ms (-0%)","1"
"                                                                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","1"
"                                                                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"                                                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"                                                                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"                                                                                                                   Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"                                                                                                                  Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"                                                                                                                 Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"                                                                                                                Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"                                                                                                               Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"                                                                                                              Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"                                                                                                             Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"                                                                                                            Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"                                                                                                           Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"                                                                                                          Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"                                                                                                         Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"                                                                                                        Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"                                                                                                       Self time","0.0 ms (0%)","0.0 ms (0%)","3"
"                                                                                                      Self time","0.0 ms (0%)","0.0 ms (0%)","12"
"                                                                                                     Self time","0.0 ms (0%)","0.0 ms (0%)","12"
"                                                                                                    Self time","0.0 ms (0%)","0.0 ms (0%)","26"
"                                                                                                   chs.common.styles.AbstractSymbolDecoration.refreshSchematicRepresentationIfAffected ()","1,100 ms (-0%)","1,100 ms (-0%)","11"
"                                                                                                    chs.common.styles.AbstractSymbolDecoration.refreshSchemRepIfAffected ()","1,100 ms (-0%)","1,100 ms (-0%)","11"
"                                                                                                     chs.common.styles.AbstractDecoration.refreshSchemRepIfAffected ()","1,100 ms (-0%)","1,100 ms (-0%)","11"
"                                                                                                      chs.common.styles.AbstractDecoration.refreshSchemRepIfAffected ()","1,100 ms (-0%)","1,100 ms (-0%)","11"
"                                                                                                       chs.common.styles.AbstractDecoration.getMatchingDecorative ()","699 ms (-0%)","699 ms (-0%)","7"
"                                                                                                        chs.common.styles.AbstractDecoration.getMatchingDecorative ()","699 ms (-0%)","699 ms (-0%)","7"
"                                                                                                         chs.common.styles.AbstractDecoration.getMatchingDecorative ()","699 ms (-0%)","699 ms (-0%)","7"
"                                                                                                          chs.cof.drawplus.CrossReferenceableSchemObject.getObject ()","699 ms (-0%)","699 ms (-0%)","7"
"                                                                                                           chs.cof.logical.schem.CompoundSchemObject.getObject ()","699 ms (-0%)","699 ms (-0%)","7"
"                                                                                                            chs.cof.draw.CompoundObject.getObject ()","699 ms (-0%)","699 ms (-0%)","7"
